x,f1(x),f2(x),f3(x)
0,100000,-0,013755,nan,10,016686
0,600000,-0,308574,nan,1,771032
1,100000,-1,666375,nan,1,122073
1,600000,0,031641,nan,1,000427
2,100000,0,454843,nan,1,158468
2,600000,0,742185,nan,1,939859
3,100000,0,871403,1,259739,24,049641
3,600000,0,802235,1,237858,-2,259783
4,100000,0,531675,1,163440,-1,222080
4,600000,0,107608,1,036068,-1,006349
